cohort,family,case,pass,false_causal_consolidation,retraction_ok,legacy_injection_accepted,tampered_binding_accepted,event_chain_ok,invariant_ok,detail
PRIMARY,M3,73,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,74,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,75,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,76,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,77,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,78,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,79,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,80,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,81,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,82,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,83,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,84,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,85,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,86,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,87,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,88,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,89,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,90,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,91,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,92,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,93,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,94,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,95,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,96,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,97,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,98,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,99,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,100,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,101,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,102,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,103,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,104,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,105,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,106,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,107,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,108,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,109,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,110,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,111,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,112,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,113,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,114,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,115,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,116,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,117,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,118,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,119,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,120,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,121,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,122,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,123,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,124,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,125,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,126,1,0,,,,1,1,QUARANTINED
PRIMARY,M3,127,1,0,,,,1,1,QUARANTINED
PRIMARY,M4,0,1,0,,,,1,1,ACTIVE
PRIMARY,M4,1,1,0,,,,1,1,ACTIVE
PRIMARY,M4,2,1,0,,,,1,1,ACTIVE
PRIMARY,M4,3,1,0,,,,1,1,ACTIVE
PRIMARY,M4,4,1,0,,,,1,1,ACTIVE
PRIMARY,M4,5,1,0,,,,1,1,ACTIVE
PRIMARY,M4,6,1,0,,,,1,1,ACTIVE
PRIMARY,M4,7,1,0,,,,1,1,ACTIVE
PRIMARY,M4,8,1,0,,,,1,1,ACTIVE
PRIMARY,M4,9,1,0,,,,1,1,ACTIVE
PRIMARY,M4,10,1,0,,,,1,1,ACTIVE
PRIMARY,M4,11,1,0,,,,1,1,ACTIVE
PRIMARY,M4,12,1,0,,,,1,1,ACTIVE
PRIMARY,M4,13,1,0,,,,1,1,ACTIVE
PRIMARY,M4,14,1,0,,,,1,1,ACTIVE
PRIMARY,M4,15,1,0,,,,1,1,ACTIVE
PRIMARY,M4,16,1,0,,,,1,1,ACTIVE
PRIMARY,M4,17,1,0,,,,1,1,ACTIVE
PRIMARY,M4,18,1,0,,,,1,1,ACTIVE
PRIMARY,M4,19,1,0,,,,1,1,ACTIVE
PRIMARY,M4,20,1,0,,,,1,1,ACTIVE
PRIMARY,M4,21,1,0,,,,1,1,ACTIVE
PRIMARY,M4,22,1,0,,,,1,1,ACTIVE
PRIMARY,M4,23,1,0,,,,1,1,ACTIVE
PRIMARY,M4,24,1,0,,,,1,1,ACTIVE
PRIMARY,M4,25,1,0,,,,1,1,ACTIVE
PRIMARY,M4,26,1,0,,,,1,1,ACTIVE
PRIMARY,M4,27,1,0,,,,1,1,ACTIVE
PRIMARY,M4,28,1,0,,,,1,1,ACTIVE
PRIMARY,M4,29,1,0,,,,1,1,ACTIVE
PRIMARY,M4,30,1,0,,,,1,1,ACTIVE
PRIMARY,M4,31,1,0,,,,1,1,ACTIVE
PRIMARY,M4,32,1,0,,,,1,1,ACTIVE
PRIMARY,M4,33,1,0,,,,1,1,ACTIVE
PRIMARY,M4,34,1,0,,,,1,1,ACTIVE
PRIMARY,M4,35,1,0,,,,1,1,ACTIVE
PRIMARY,M4,36,1,0,,,,1,1,ACTIVE
PRIMARY,M4,37,1,0,,,,1,1,ACTIVE
PRIMARY,M4,38,1,0,,,,1,1,ACTIVE
PRIMARY,M4,39,1,0,,,,1,1,ACTIVE
PRIMARY,M4,40,1,0,,,,1,1,ACTIVE
PRIMARY,M4,41,1,0,,,,1,1,ACTIVE
PRIMARY,M4,42,1,0,,,,1,1,ACTIVE
PRIMARY,M4,43,1,0,,,,1,1,ACTIVE
PRIMARY,M4,44,1,0,,,,1,1,ACTIVE
PRIMARY,M4,45,1,0,,,,1,1,ACTIVE
PRIMARY,M4,46,1,0,,,,1,1,ACTIVE
PRIMARY,M4,47,1,0,,,,1,1,ACTIVE
PRIMARY,M4,48,1,0,,,,1,1,ACTIVE
PRIMARY,M4,49,1,0,,,,1,1,ACTIVE
PRIMARY,M4,50,1,0,,,,1,1,ACTIVE
PRIMARY,M4,51,1,0,,,,1,1,ACTIVE
PRIMARY,M4,52,1,0,,,,1,1,ACTIVE
PRIMARY,M4,53,1,0,,,,1,1,ACTIVE
PRIMARY,M4,54,1,0,,,,1,1,ACTIVE
PRIMARY,M4,55,1,0,,,,1,1,ACTIVE
PRIMARY,M4,56,1,0,,,,1,1,ACTIVE
PRIMARY,M4,57,1,0,,,,1,1,ACTIVE
PRIMARY,M4,58,1,0,,,,1,1,ACTIVE
PRIMARY,M4,59,1,0,,,,1,1,ACTIVE
PRIMARY,M4,60,1,0,,,,1,1,ACTIVE
PRIMARY,M4,61,1,0,,,,1,1,ACTIVE
PRIMARY,M4,62,1,0,,,,1,1,ACTIVE
PRIMARY,M4,63,1,0,,,,1,1,ACTIVE
PRIMARY,M4,64,1,0,,,,1,1,ACTIVE
PRIMARY,M4,65,1,0,,,,1,1,ACTIVE
PRIMARY,M4,66,1,0,,,,1,1,ACTIVE
PRIMARY,M4,67,1,0,,,,1,1,ACTIVE
PRIMARY,M4,68,1,0,,,,1,1,ACTIVE
PRIMARY,M4,69,1,0,,,,1,1,ACTIVE
PRIMARY,M4,70,1,0,,,,1,1,ACTIVE
PRIMARY,M4,71,1,0,,,,1,1,ACTIVE
PRIMARY,M4,72,1,0,,,,1,1,ACTIVE
PRIMARY,M4,73,1,0,,,,1,1,ACTIVE
PRIMARY,M4,74,1,0,,,,1,1,ACTIVE
PRIMARY,M4,75,1,0,,,,1,1,ACTIVE
PRIMARY,M4,76,1,0,,,,1,1,ACTIVE
PRIMARY,M4,77,1,0,,,,1,1,ACTIVE
PRIMARY,M4,78,1,0,,,,1,1,ACTIVE
PRIMARY,M4,79,1,0,,,,1,1,ACTIVE
PRIMARY,M4,80,1,0,,,,1,1,ACTIVE
PRIMARY,M4,81,1,0,,,,1,1,ACTIVE
PRIMARY,M4,82,1,0,,,,1,1,ACTIVE
PRIMARY,M4,83,1,0,,,,1,1,ACTIVE
PRIMARY,M4,84,1,0,,,,1,1,ACTIVE
PRIMARY,M4,85,1,0,,,,1,1,ACTIVE
PRIMARY,M4,86,1,0,,,,1,1,ACTIVE
PRIMARY,M4,87,1,0,,,,1,1,ACTIVE
PRIMARY,M4,88,1,0,,,,1,1,ACTIVE
PRIMARY,M4,89,1,0,,,,1,1,ACTIVE
PRIMARY,M4,90,1,0,,,,1,1,ACTIVE
PRIMARY,M4,91,1,0,,,,1,1,ACTIVE
PRIMARY,M4,92,1,0,,,,1,1,ACTIVE
PRIMARY,M4,93,1,0,,,,1,1,ACTIVE
PRIMARY,M4,94,1,0,,,,1,1,ACTIVE
PRIMARY,M4,95,1,0,,,,1,1,ACTIVE
PRIMARY,M4,96,1,0,,,,1,1,ACTIVE
PRIMARY,M4,97,1,0,,,,1,1,ACTIVE
PRIMARY,M4,98,1,0,,,,1,1,ACTIVE
PRIMARY,M4,99,1,0,,,,1,1,ACTIVE
PRIMARY,M4,100,1,0,,,,1,1,ACTIVE
PRIMARY,M4,101,1,0,,,,1,1,ACTIVE
PRIMARY,M4,102,1,0,,,,1,1,ACTIVE
PRIMARY,M4,103,1,0,,,,1,1,ACTIVE
PRIMARY,M4,104,1,0,,,,1,1,ACTIVE
PRIMARY,M4,105,1,0,,,,1,1,ACTIVE
PRIMARY,M4,106,1,0,,,,1,1,ACTIVE
PRIMARY,M4,107,1,0,,,,1,1,ACTIVE
PRIMARY,M4,108,1,0,,,,1,1,ACTIVE
PRIMARY,M4,109,1,0,,,,1,1,ACTIVE
PRIMARY,M4,110,1,0,,,,1,1,ACTIVE
PRIMARY,M4,111,1,0,,,,1,1,ACTIVE
PRIMARY,M4,112,1,0,,,,1,1,ACTIVE
PRIMARY,M4,113,1,0,,,,1,1,ACTIVE
PRIMARY,M4,114,1,0,,,,1,1,ACTIVE
PRIMARY,M4,115,1,0,,,,1,1,ACTIVE
PRIMARY,M4,116,1,0,,,,1,1,ACTIVE
PRIMARY,M4,117,1,0,,,,1,1,ACTIVE
PRIMARY,M4,118,1,0,,,,1,1,ACTIVE
PRIMARY,M4,119,1,0,,,,1,1,ACTIVE
PRIMARY,M4,120,1,0,,,,1,1,ACTIVE
PRIMARY,M4,121,1,0,,,,1,1,ACTIVE
PRIMARY,M4,122,1,0,,,,1,1,ACTIVE
PRIMARY,M4,123,1,0,,,,1,1,ACTIVE
PRIMARY,M4,124,1,0,,,,1,1,ACTIVE
PRIMARY,M4,125,1,0,,,,1,1,ACTIVE
PRIMARY,M4,126,1,0,,,,1,1,ACTIVE
PRIMARY,M4,127,1,0,,,,1,1,ACTIVE
PRIMARY,M5,0,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,1,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,2,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,3,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,4,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,5,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,6,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,7,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,8,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,9,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,10,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,11,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,12,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,13,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,14,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,15,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,16,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,17,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,18,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,19,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,20,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,21,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,22,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,23,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,24,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,25,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,26,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,27,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,28,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,29,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,30,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,31,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,32,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,33,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,34,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,35,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,36,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,37,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,38,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,39,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,40,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,41,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,42,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,43,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,44,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,45,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,46,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,47,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,48,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,49,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,50,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,51,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,52,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,53,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,54,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,55,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,56,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,57,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,58,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,59,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,60,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,61,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,62,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,63,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,64,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,65,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,66,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,67,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,68,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,69,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,70,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,71,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,72,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,73,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,74,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,75,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,76,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,77,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,78,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,79,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,80,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,81,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,82,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,83,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,84,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,85,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,86,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,87,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,88,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,89,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,90,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,91,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,92,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,93,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,94,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,95,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,96,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,97,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,98,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,99,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,100,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,101,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,102,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,103,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,104,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,105,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,106,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,107,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,108,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,109,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,110,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,111,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,112,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,113,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,114,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,115,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,116,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,117,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,118,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,119,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,120,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,121,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,122,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,123,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,124,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,125,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,126,1,0,,,,1,1,QUARANTINED
PRIMARY,M5,127,1,0,,,,1,1,QUARANTINED
PRIMARY,M6,0,1,0,,,,1,1,UNIDENTIFIED
PRIMARY,M6,1,1,0,,,,1,1,FALSIFIED
PRIMARY,M6,2,1,0,,,,1,1,OOD
PRIMARY,M6,3,1,0,,,,1,1,ABSTAIN
PRIMARY,M6,4,1,0,,,,1,1,UNIDENTIFIED
PRIMARY,M6,5,1,0,,,,1,1,FALSIFIED
PRIMARY,M6,6,1,0,,,,1,1,OOD
PRIMARY,M6,7,1,0,,,,1,1,ABSTAIN
PRIMARY,M6,8,1,0,,,,1,1,UNIDENTIFIED
PRIMARY,M6,9,1,0,,,,1,1,FALSIFIED
PRIMARY,M6,10,1,0,,,,1,1,OOD
PRIMARY,M6,11,1,0,,,,1,1,ABSTAIN
PRIMARY,M6,12,1,0,,,,1,1,UNIDENTIFIED
PRIMARY,M6,13,1,0,,,,1,1,FALSIFIED
PRIMARY,M6,14,1,0,,,,1,1,OOD
PRIMARY,M6,15,1,0,,,,1,1,ABSTAIN
PRIMARY,M6,16,1,0,,,,1,1,UNIDENTIFIED
PRIMARY,M6,17,1,0,,,,1,1,FALSIFIED
PRIMARY,M6,18,1,0,,,,1,1,OOD
PRIMARY,M6,19,1,0,,,,1,1,ABSTAIN
PRIMARY,M6,20,1,0,,,,1,1,UNIDENTIFIED
PRIMARY,M6,21,1,0,,,,1,1,FALSIFIED
PRIMARY,M6,22,1,0,,,,1,1,OOD
PRIMARY,M6,23,1,0,,,,1,1,ABSTAIN
PRIMARY,M6,24,1,0,,,,1,1,UNIDENTIFIED
PRIMARY,M6,25,1,0,,,,1,1,FALSIFIED
PRIMARY,M6,26,1,0,,,,1,1,OOD
PRIMARY,M6,27,1,0,,,,1,1,ABSTAIN
PRIMARY,M6,28,1,0,,,,1,1,UNIDENTIFIED
PRIMARY,M6,29,1,0,,,,1,1,FALSIFIED
PRIMARY,M6,30,1,0,,,,1,1,OOD
PRIMARY,M6,31,1,0,,,,1,1,ABSTAIN
PRIMARY,M6,32,1,0,,,,1,1,UNIDENTIFIED
PRIMARY,M6,33,1,0,,,,1,1,FALSIFIED
PRIMARY,M6,34,1,0,,,,1,1,OOD
PRIMARY,M6,35,1,0,,,,1,1,ABSTAIN
PRIMARY,M6,36,1,0,,,,1,1,UNIDENTIFIED
PRIMARY,M6,37,1,0,,,,1,1,FALSIFIED
PRIMARY,M6,38,1,0,,,,1,1,OOD
PRIMARY,M6,39,1,0,,,,1,1,ABSTAIN
PRIMARY,M6,40,1,0,,,,1,1,UNIDENTIFIED
PRIMARY,M6,41,1,0,,,,1,1,FALSIFIED
PRIMARY,M6,42,1,0,,,,1,1,OOD
PRIMARY,M6,43,1,0,,,,1,1,ABSTAIN
PRIMARY,M6,44,1,0,,,,1,1,UNIDENTIFIED
PRIMARY,M6,45,1,0,,,,1,1,FALSIFIED
PRIMARY,M6,46,1,0,,,,1,1,OOD
PRIMARY,M6,47,1,0,,,,1,1,ABSTAIN
PRIMARY,M6,48,1,0,,,,1,1,UNIDENTIFIED
PRIMARY,M6,49,1,0,,,,1,1,FALSIFIED
PRIMARY,M6,50,1,0,,,,1,1,OOD
PRIMARY,M6,51,1,0,,,,1,1,ABSTAIN
PRIMARY,M6,52,1,0,,,,1,1,UNIDENTIFIED
PRIMARY,M6,53,1,0,,,,1,1,FALSIFIED
PRIMARY,M6,54,1,0,,,,1,1,OOD
PRIMARY,M6,55,1,0,,,,1,1,ABSTAIN
PRIMARY,M6,56,1,0,,,,1,1,UNIDENTIFIED
PRIMARY,M6,57,1,0,,,,1,1,FALSIFIED
PRIMARY,M6,58,1,0,,,,1,1,OOD
PRIMARY,M6,59,1,0,,,,1,1,ABSTAIN
PRIMARY,M6,60,1,0,,,,1,1,UNIDENTIFIED
PRIMARY,M6,61,1,0,,,,1,1,FALSIFIED
PRIMARY,M6,62,1,0,,,,1,1,OOD
PRIMARY,M6,63,1,0,,,,1,1,ABSTAIN
PRIMARY,M6,64,1,0,,,,1,1,UNIDENTIFIED
PRIMARY,M6,65,1,0,,,,1,1,FALSIFIED
PRIMARY,M6,66,1,0,,,,1,1,OOD
PRIMARY,M6,67,1,0,,,,1,1,ABSTAIN
PRIMARY,M6,68,1,0,,,,1,1,UNIDENTIFIED
PRIMARY,M6,69,1,0,,,,1,1,FALSIFIED
PRIMARY,M6,70,1,0,,,,1,1,OOD
PRIMARY,M6,71,1,0,,,,1,1,ABSTAIN
PRIMARY,M6,72,1,0,,,,1,1,UNIDENTIFIED
PRIMARY,M6,73,1,0,,,,1,1,FALSIFIED
PRIMARY,M6,74,1,0,,,,1,1,OOD
PRIMARY,M6,75,1,0,,,,1,1,ABSTAIN
PRIMARY,M6,76,1,0,,,,1,1,UNIDENTIFIED
PRIMARY,M6,77,1,0,,,,1,1,FALSIFIED
PRIMARY,M6,78,1,0,,,,1,1,OOD
PRIMARY,M6,79,1,0,,,,1,1,ABSTAIN
PRIMARY,M6,80,1,0,,,,1,1,UNIDENTIFIED
PRIMARY,M6,81,1,0,,,,1,1,FALSIFIED
PRIMARY,M6,82,1,0,,,,1,1,OOD
PRIMARY,M6,83,1,0,,,,1,1,ABSTAIN
PRIMARY,M6,84,1,0,,,,1,1,UNIDENTIFIED
PRIMARY,M6,85,1,0,,,,1,1,FALSIFIED
PRIMARY,M6,86,1,0,,,,1,1,OOD
PRIMARY,M6,87,1,0,,,,1,1,ABSTAIN
PRIMARY,M6,88,1,0,,,,1,1,UNIDENTIFIED
PRIMARY,M6,89,1,0,,,,1,1,FALSIFIED
PRIMARY,M6,90,1,0,,,,1,1,OOD
PRIMARY,M6,91,1,0,,,,1,1,ABSTAIN
PRIMARY,M6,92,1,0,,,,1,1,UNIDENTIFIED
PRIMARY,M6,93,1,0,,,,1,1,FALSIFIED
PRIMARY,M6,94,1,0,,,,1,1,OOD
PRIMARY,M6,95,1,0,,,,1,1,ABSTAIN
PRIMARY,M6,96,1,0,,,,1,1,UNIDENTIFIED
PRIMARY,M6,97,1,0,,,,1,1,FALSIFIED
PRIMARY,M6,98,1,0,,,,1,1,OOD
PRIMARY,M6,99,1,0,,,,1,1,ABSTAIN
PRIMARY,M6,100,1,0,,,,1,1,UNIDENTIFIED
PRIMARY,M6,101,1,0,,,,1,1,FALSIFIED
PRIMARY,M6,102,1,0,,,,1,1,OOD
PRIMARY,M6,103,1,0,,,,1,1,ABSTAIN
PRIMARY,M6,104,1,0,,,,1,1,UNIDENTIFIED
PRIMARY,M6,105,1,0,,,,1,1,FALSIFIED
PRIMARY,M6,106,1,0,,,,1,1,OOD
PRIMARY,M6,107,1,0,,,,1,1,ABSTAIN
PRIMARY,M6,108,1,0,,,,1,1,UNIDENTIFIED
PRIMARY,M6,109,1,0,,,,1,1,FALSIFIED
PRIMARY,M6,110,1,0,,,,1,1,OOD
PRIMARY,M6,111,1,0,,,,1,1,ABSTAIN
PRIMARY,M6,112,1,0,,,,1,1,UNIDENTIFIED
PRIMARY,M6,113,1,0,,,,1,1,FALSIFIED
PRIMARY,M6,114,1,0,,,,1,1,OOD
PRIMARY,M6,115,1,0,,,,1,1,ABSTAIN
PRIMARY,M6,116,1,0,,,,1,1,UNIDENTIFIED
PRIMARY,M6,117,1,0,,,,1,1,FALSIFIED
PRIMARY,M6,118,1,0,,,,1,1,OOD
PRIMARY,M6,119,1,0,,,,1,1,ABSTAIN
PRIMARY,M6,120,1,0,,,,1,1,UNIDENTIFIED
PRIMARY,M6,121,1,0,,,,1,1,FALSIFIED
PRIMARY,M6,122,1,0,,,,1,1,OOD
PRIMARY,M6,123,1,0,,,,1,1,ABSTAIN
PRIMARY,M6,124,1,0,,,,1,1,UNIDENTIFIED
PRIMARY,M6,125,1,0,,,,1,1,FALSIFIED
PRIMARY,M6,126,1,0,,,,1,1,OOD
PRIMARY,M6,127,1,0,,,,1,1,ABSTAIN
PRIMARY,M7,0,1,0,1,,,1,1,"child,grand,root"
PRIMARY,M7,1,1,0,1,,,1,1,"child,grand,root"
PRIMARY,M7,2,1,0,1,,,1,1,"child,grand,root"
PRIMARY,M7,3,1,0,1,,,1,1,"child,grand,root"
PRIMARY,M7,4,1,0,1,,,1,1,"child,grand,root"
PRIMARY,M7,5,1,0,1,,,1,1,"child,grand,root"
PRIMARY,M7,6,1,0,1,,,1,1,"child,grand,root"
PRIMARY,M7,7,1,0,1,,,1,1,"child,grand,root"
PRIMARY,M7,8,1,0,1,,,1,1,"child,grand,root"
PRIMARY,M7,9,1,0,1,,,1,1,"child,grand,root"
PRIMARY,M7,10,1,0,1,,,1,1,"child,grand,root"
PRIMARY,M7,11,1,0,1,,,1,1,"child,grand,root"
PRIMARY,M7,12,1,0,1,,,1,1,"child,grand,root"
PRIMARY,M7,13,1,0,1,,,1,1,"child,grand,root"
